antiguedad,plan,metodo_pago,tipo_contrato,frecuencia_uso,cambios_plan,facturas_impagas,tickets_soporte,canal_adquisicion,friccion_del_servicio,engagement_score,valor_plan_num,ratio_valor_uso,riesgo_financiero,cliente_problematico,early_churn_risk,premium_mensual,churn
55,basico,tarjeta_credito,mensual,8,2,3,3,redes_sociales,0.3333333333333333,0.42416666666666664,4.99,0.5544444444444445,14.97,0,0,0,1
19,premium,tarjeta_debito,mensual,7,2,3,3,call_center,0.375,0.3208333333333333,14.99,1.87375,44.97,0,0,1,0
120,estandar,tarjeta_credito,mensual,12,0,3,4,call_center,0.3076923076923077,0.76,9.99,0.7684615384615385,29.97,0,0,0,1
42,premium,tarjeta_credito,anual,1,1,0,5,call_center,2.5,0.35833333333333334,14.99,7.495,0.0,0,0,0,0
15,estandar,tarjeta_debito,mensual,1,2,2,1,call_center,0.5,0.23083333333333333,9.99,4.995,19.98,0,0,0,1
21,estandar,efectivo,mensual,18,1,2,10,web,0.5263157894736842,0.5325,9.99,0.5257894736842106,19.98,0,0,0,0
23,premium,tarjeta_credito,mensual,18,3,0,5,referido,0.2631578947368421,0.4175,14.99,0.7889473684210526,0.0,0,0,1,0
16,estandar,tarjeta_debito,mensual,15,3,3,35,web,2.1875,0.36,9.99,0.624375,29.97,0,0,0,0
45,estandar,tarjeta_debito,anual,9,0,2,5,web,0.5,0.5325,9.99,0.999,19.98,0,0,0,0
26,estandar,efectivo,mensual,5,2,1,0,referido,0.0,0.31166666666666665,9.99,1.665,9.99,0,0,0,1
47,basico,tarjeta_credito,anual,0,1,2,6,referido,6.0,0.3575,4.99,4.99,9.98,1,0,0,0
49,premium,tarjeta_debito,mensual,7,3,0,9,referido,1.125,0.3358333333333333,14.99,1.87375,0.0,1,0,1,0
54,estandar,tarjeta_credito,mensual,20,0,0,7,web,0.3333333333333333,0.7016666666666667,9.99,0.4757142857142857,0.0,0,0,0,0
31,estandar,tarjeta_credito,mensual,2,0,3,9,web,3.0,0.4041666666666667,9.99,3.33,29.97,1,0,0,0
31,estandar,tarjeta_credito,mensual,22,3,3,5,referido,0.21739130434782608,0.49083333333333334,9.99,0.43434782608695655,29.97,0,0,0,0
8,estandar,tarjeta_debito,anual,18,1,1,8,call_center,0.42105263157894735,0.5,9.99,0.5257894736842106,9.99,0,0,0,0
49,premium,tarjeta_credito,anual,1,1,3,5,call_center,2.5,0.37583333333333335,14.99,7.495,44.97,0,0,0,0
27,estandar,tarjeta_credito,anual,25,0,0,10,call_center,0.38461538461538464,0.7008333333333334,9.99,0.38423076923076926,0.0,0,0,0,0
17,estandar,efectivo,mensual,4,3,1,9,redes_sociales,1.8,0.21583333333333332,9.99,1.998,9.99,1,0,0,1
20,estandar,tarjeta_credito,mensual,22,3,0,10,referido,0.43478260869565216,0.4633333333333333,9.99,0.43434782608695655,0.0,0,0,0,0
45,estandar,tarjeta_debito,mensual,10,3,1,0,referido,0.0,0.36583333333333334,9.99,0.9081818181818182,9.99,0,0,0,0
21,basico,tarjeta_debito,mensual,5,2,3,7,redes_sociales,1.1666666666666667,0.2991666666666667,4.99,0.8316666666666667,14.97,1,0,0,1
1,premium,transferencia_bancaria,anual,4,3,0,2,call_center,0.4,0.17583333333333334,14.99,2.998,0.0,0,0,0,0
32,basico,transferencia_bancaria,mensual,11,2,3,8,call_center,0.6666666666666666,0.4066666666666667,4.99,0.41583333333333333,14.97,0,0,0,0
35,basico,efectivo,anual,23,0,0,3,call_center,0.125,0.6941666666666667,4.99,0.20791666666666667,0.0,0,0,0,0
7,basico,transferencia_bancaria,anual,0,2,1,10,redes_sociales,10.0,0.19749999999999998,4.99,4.99,4.99,1,0,0,0
32,estandar,transferencia_bancaria,mensual,20,2,2,9,referido,0.42857142857142855,0.5266666666666666,9.99,0.4757142857142857,19.98,0,0,0,1
16,basico,tarjeta_credito,mensual,9,0,1,2,referido,0.2,0.45999999999999996,4.99,0.499,4.99,0,0,0,0
27,estandar,tarjeta_debito,anual,15,1,0,9,referido,0.5625,0.5075000000000001,9.99,0.624375,0.0,0,0,0,0
21,basico,efectivo,mensual,9,1,2,5,referido,0.5,0.4125,4.99,0.499,9.98,0,0,0,0
30,estandar,tarjeta_debito,anual,0,1,3,0,web,0.0,0.315,9.99,9.99,29.97,0,0,0,0
34,premium,tarjeta_debito,mensual,17,0,1,3,call_center,0.16666666666666666,0.6116666666666666,14.99,0.8327777777777778,14.99,0,0,1,0
43,estandar,tarjeta_debito,anual,13,0,1,6,referido,0.42857142857142855,0.5808333333333333,9.99,0.7135714285714286,9.99,0,0,0,0
15,estandar,efectivo,anual,24,1,0,6,call_center,0.24,0.5975,9.99,0.3996,0.0,0,0,0,0
3,estandar,transferencia_bancaria,mensual,2,0,2,9,call_center,3.0,0.33416666666666667,9.99,3.33,19.98,1,1,0,1
19,premium,efectivo,anual,18,3,0,7,web,0.3684210526315789,0.4075,14.99,0.7889473684210526,0.0,0,0,0,0
44,estandar,transferencia_bancaria,mensual,25,3,1,5,referido,0.19230769230769232,0.5633333333333334,9.99,0.38423076923076926,9.99,0,0,0,0
54,premium,tarjeta_debito,mensual,14,3,0,5,redes_sociales,0.3333333333333333,0.44166666666666665,14.99,0.9993333333333333,0.0,0,0,1,0
21,estandar,transferencia_bancaria,mensual,15,3,1,6,redes_sociales,0.375,0.3725,9.99,0.624375,9.99,0,0,0,0
15,premium,transferencia_bancaria,mensual,10,0,0,8,web,0.7272727272727273,0.4708333333333333,14.99,1.3627272727272728,0.0,0,0,1,0
16,basico,efectivo,mensual,27,2,3,5,web,0.17857142857142858,0.5800000000000001,4.99,0.17821428571428571,14.97,0,0,0,0
32,basico,efectivo,mensual,18,3,2,2,web,0.10526315789473684,0.44,4.99,0.26263157894736844,9.98,0,0,0,0
13,premium,efectivo,mensual,17,2,1,4,web,0.2222222222222222,0.43916666666666665,14.99,0.8327777777777778,14.99,0,0,1,0
6,basico,tarjeta_debito,mensual,17,0,2,6,redes_sociales,0.3333333333333333,0.5416666666666667,4.99,0.27722222222222226,9.98,0,0,0,1
22,basico,efectivo,mensual,9,1,0,1,referido,0.1,0.415,4.99,0.499,0.0,0,0,0,1
21,premium,tarjeta_debito,mensual,1,1,3,0,call_center,0.0,0.3058333333333333,14.99,7.495,44.97,0,0,1,1
13,basico,tarjeta_credito,mensual,27,2,0,9,call_center,0.32142857142857145,0.5725,4.99,0.17821428571428571,0.0,0,0,0,0
29,estandar,efectivo,mensual,7,1,2,9,call_center,1.125,0.4058333333333333,9.99,1.24875,19.98,1,0,0,1
27,premium,tarjeta_debito,anual,15,2,2,4,call_center,0.25,0.4475,14.99,0.936875,29.98,0,0,0,0
0,basico,tarjeta_credito,anual,15,0,0,6,web,0.375,0.5,4.99,0.311875,0.0,0,0,0,0
9,basico,tarjeta_debito,anual,12,2,2,10,referido,0.7692307692307693,0.36250000000000004,4.99,0.38384615384615384,9.98,0,0,0,1
7,estandar,tarjeta_debito,mensual,25,0,1,7,call_center,0.2692307692307692,0.6508333333333334,9.99,0.38423076923076926,9.99,0,0,0,0
8,estandar,efectivo,anual,5,2,1,5,call_center,0.8333333333333334,0.26666666666666666,9.99,1.665,9.99,0,0,0,0
6,basico,transferencia_bancaria,mensual,15,2,1,2,redes_sociales,0.125,0.395,4.99,0.311875,4.99,0,0,0,1
50,basico,efectivo,mensual,21,1,0,1,redes_sociales,0.045454545454545456,0.645,4.99,0.22681818181818184,0.0,0,0,0,0
21,estandar,tarjeta_credito,mensual,23,0,2,8,call_center,0.3333333333333333,0.6591666666666667,9.99,0.41625,19.98,0,0,0,0
57,estandar,tarjeta_credito,mensual,25,1,1,2,web,0.07692307692307693,0.7158333333333333,9.99,0.38423076923076926,9.99,0,0,0,0
28,estandar,tarjeta_debito,mensual,18,3,0,5,redes_sociales,0.2631578947368421,0.43,9.99,0.5257894736842106,0.0,0,0,0,0
15,estandar,tarjeta_credito,anual,22,3,2,3,referido,0.13043478260869565,0.4508333333333333,9.99,0.43434782608695655,19.98,0,0,0,0
4,estandar,transferencia_bancaria,mensual,1,3,1,3,web,1.5,0.14333333333333334,9.99,4.995,9.99,0,1,0,0
4,estandar,transferencia_bancaria,mensual,7,2,3,2,call_center,0.25,0.2833333333333333,9.99,1.24875,29.97,0,1,0,0
32,estandar,tarjeta_debito,anual,0,2,2,5,redes_sociales,5.0,0.26,9.99,9.99,19.98,0,0,0,0
26,estandar,tarjeta_credito,mensual,25,3,3,1,referido,0.038461538461538464,0.5183333333333333,9.99,0.38423076923076926,29.97,0,0,0,0
54,basico,tarjeta_credito,mensual,18,2,3,4,redes_sociales,0.21052631578947367,0.5549999999999999,4.99,0.26263157894736844,14.97,0,0,0,0
33,premium,efectivo,anual,13,0,1,6,referido,0.42857142857142855,0.5558333333333334,14.99,1.0707142857142857,14.99,0,0,0,0
45,basico,tarjeta_credito,mensual,17,0,3,5,web,0.2777777777777778,0.6391666666666667,4.99,0.27722222222222226,14.97,0,0,0,0
0,basico,tarjeta_debito,anual,12,3,0,3,web,0.23076923076923078,0.28,4.99,0.38384615384615384,0.0,0,0,0,0
12,basico,tarjeta_debito,mensual,30,2,2,7,redes_sociales,0.22580645161290322,0.6100000000000001,4.99,0.16096774193548388,9.98,0,0,0,0
11,estandar,transferencia_bancaria,mensual,1,1,3,9,call_center,4.5,0.2808333333333333,9.99,4.995,29.97,1,0,0,1
29,premium,efectivo,mensual,2,2,0,5,referido,1.6666666666666667,0.2791666666666667,14.99,4.996666666666667,0.0,0,0,1,0
25,estandar,tarjeta_credito,anual,20,3,1,0,call_center,0.0,0.44916666666666666,9.99,0.4757142857142857,9.99,0,0,0,0
10,estandar,transferencia_bancaria,mensual,23,0,1,5,web,0.20833333333333334,0.6316666666666667,9.99,0.41625,9.99,0,0,0,0
53,premium,tarjeta_debito,mensual,15,0,1,9,call_center,0.5625,0.6325000000000001,14.99,0.936875,14.99,0,0,1,0
120,basico,transferencia_bancaria,mensual,6,0,0,9,call_center,1.2857142857142858,0.6799999999999999,4.99,0.7128571428571429,0.0,1,0,0,0
51,premium,tarjeta_debito,anual,24,3,0,7,redes_sociales,0.28,0.5675000000000001,14.99,0.5996,0.0,0,0,0,0
18,basico,transferencia_bancaria,anual,28,2,3,9,call_center,0.3103448275862069,0.5983333333333334,4.99,0.17206896551724138,14.97,0,0,0,1
26,basico,tarjeta_credito,mensual,15,0,0,4,call_center,0.25,0.565,4.99,0.311875,0.0,0,0,0,0
6,basico,tarjeta_credito,mensual,15,3,0,5,redes_sociales,0.3125,0.335,4.99,0.311875,0.0,0,0,0,0
30,estandar,efectivo,anual,30,3,2,5,web,0.16129032258064516,0.595,9.99,0.32225806451612904,19.98,0,0,0,0
56,estandar,tarjeta_debito,anual,9,1,1,5,redes_sociales,0.5,0.5,9.99,0.999,9.99,0,0,0,0
4,estandar,tarjeta_debito,mensual,22,3,2,3,referido,0.13043478260869565,0.42333333333333334,9.99,0.43434782608695655,19.98,0,1,0,1
52,estandar,efectivo,mensual,17,2,2,8,web,0.4444444444444444,0.5366666666666666,9.99,0.555,19.98,0,0,0,1
24,basico,tarjeta_debito,mensual,1,1,1,5,web,2.5,0.31333333333333335,4.99,2.495,4.99,0,0,0,1
33,basico,tarjeta_credito,mensual,19,3,1,6,web,0.3,0.45583333333333337,4.99,0.2495,4.99,0,0,0,0
15,estandar,tarjeta_credito,anual,15,3,1,8,call_center,0.5,0.35750000000000004,9.99,0.624375,9.99,0,0,0,0
38,premium,efectivo,anual,7,1,1,6,call_center,0.75,0.42833333333333334,14.99,1.87375,14.99,1,0,0,0
8,estandar,tarjeta_debito,mensual,11,2,2,6,redes_sociales,0.5,0.3466666666666667,9.99,0.8325,19.98,0,0,0,1
41,premium,efectivo,mensual,29,0,1,0,redes_sociales,0.0,0.7891666666666667,14.99,0.49966666666666665,14.99,0,0,1,0
48,estandar,tarjeta_debito,anual,13,0,2,6,call_center,0.42857142857142855,0.5933333333333333,9.99,0.7135714285714286,19.98,0,0,0,0
37,premium,efectivo,mensual,23,3,0,5,referido,0.20833333333333334,0.5191666666666667,14.99,0.6245833333333334,0.0,0,0,1,0
26,basico,tarjeta_debito,mensual,0,2,3,6,call_center,6.0,0.245,4.99,4.99,14.97,1,0,0,0
40,premium,efectivo,anual,21,1,2,7,call_center,0.3181818181818182,0.6199999999999999,14.99,0.6813636363636364,29.98,0,0,0,0
22,estandar,transferencia_bancaria,mensual,5,1,0,6,referido,1.0,0.36166666666666664,9.99,1.665,0.0,1,0,0,1
52,basico,efectivo,mensual,2,1,3,0,redes_sociales,0.0,0.39666666666666667,4.99,1.6633333333333333,14.97,0,0,0,0
9,estandar,tarjeta_debito,mensual,9,1,2,6,web,0.6,0.38249999999999995,9.99,0.999,19.98,1,0,0,0
20,estandar,transferencia_bancaria,mensual,8,1,3,9,call_center,1.0,0.39666666666666667,9.99,1.11,29.97,1,0,0,1
4,estandar,tarjeta_debito,mensual,3,2,1,2,redes_sociales,0.5,0.23,9.99,2.4975,9.99,0,1,0,0
31,estandar,efectivo,mensual,2,2,3,9,redes_sociales,3.0,0.2841666666666667,9.99,3.33,29.97,1,0,0,0
9,premium,transferencia_bancaria,mensual,24,3,3,5,redes_sociales,0.2,0.4625000000000001,14.99,0.5996,44.97,0,0,1,1
29,basico,tarjeta_credito,anual,26,2,2,5,referido,0.18518518518518517,0.5991666666666666,4.99,0.18481481481481482,9.98,0,0,0,0
34,estandar,tarjeta_debito,mensual,25,1,2,0,call_center,0.0,0.6583333333333333,9.99,0.38423076923076926,19.98,0,0,0,0
32,basico,tarjeta_credito,mensual,7,1,1,7,web,0.875,0.41333333333333333,4.99,0.62375,4.99,1,0,0,0
4,estandar,transferencia_bancaria,mensual,20,0,2,9,referido,0.42857142857142855,0.5766666666666667,9.99,0.4757142857142857,19.98,0,1,0,0
30,estandar,efectivo,mensual,15,0,0,6,redes_sociales,0.375,0.575,9.99,0.624375,0.0,0,0,0,0
2,basico,tarjeta_credito,mensual,20,2,1,3,referido,0.14285714285714285,0.45166666666666666,4.99,0.23761904761904762,4.99,0,1,0,0
43,estandar,tarjeta_debito,anual,14,3,2,2,referido,0.13333333333333333,0.4141666666666667,9.99,0.666,19.98,0,0,0,0
6,premium,transferencia_bancaria,mensual,1,0,1,2,call_center,1.0,0.3283333333333333,14.99,7.495,14.99,0,0,1,0
3,premium,transferencia_bancaria,anual,12,2,3,0,call_center,0.0,0.34750000000000003,14.99,1.153076923076923,44.97,0,1,0,0
36,estandar,tarjeta_debito,mensual,19,1,2,2,referido,0.1,0.5833333333333334,9.99,0.4995,19.98,0,0,0,0
12,basico,tarjeta_debito,mensual,14,2,0,6,call_center,0.4,0.39666666666666667,4.99,0.33266666666666667,0.0,0,0,0,0
26,premium,tarjeta_debito,mensual,26,3,1,1,call_center,0.037037037037037035,0.5316666666666667,14.99,0.5551851851851852,14.99,0,0,1,0
22,premium,efectivo,mensual,16,3,2,7,web,0.4117647058823529,0.3883333333333333,14.99,0.881764705882353,29.98,0,0,1,1
46,basico,transferencia_bancaria,anual,27,2,0,1,redes_sociales,0.03571428571428571,0.655,4.99,0.17821428571428571,0.0,0,0,0,0
51,estandar,tarjeta_debito,anual,1,1,2,6,redes_sociales,3.0,0.38083333333333336,9.99,4.995,19.98,1,0,0,1
1,estandar,transferencia_bancaria,mensual,9,2,2,2,redes_sociales,0.2,0.3025,9.99,0.999,19.98,0,1,0,1
53,basico,tarjeta_debito,mensual,2,3,2,8,referido,2.6666666666666665,0.2791666666666667,4.99,1.6633333333333333,9.98,1,0,0,1
5,basico,transferencia_bancaria,mensual,21,2,3,5,call_center,0.22727272727272727,0.4725,4.99,0.22681818181818184,14.97,0,1,0,1
27,basico,efectivo,anual,10,1,1,9,redes_sociales,0.8181818181818182,0.4408333333333333,4.99,0.45363636363636367,4.99,0,0,0,0
32,basico,tarjeta_credito,mensual,15,1,1,9,redes_sociales,0.5625,0.52,4.99,0.311875,4.99,0,0,0,0
33,premium,tarjeta_credito,mensual,4,2,3,9,call_center,1.8,0.3158333333333333,14.99,2.998,44.97,1,0,1,1
53,estandar,tarjeta_debito,mensual,18,0,1,5,referido,0.2631578947368421,0.6724999999999999,9.99,0.5257894736842106,9.99,0,0,0,0
20,estandar,tarjeta_credito,mensual,23,0,1,10,web,0.4166666666666667,0.6566666666666667,9.99,0.41625,9.99,0,0,0,0
13,estandar,tarjeta_debito,anual,0,3,2,6,web,6.0,0.1525,9.99,9.99,19.98,1,0,0,0
38,basico,tarjeta_credito,mensual,14,1,3,10,call_center,0.6666666666666666,0.5216666666666667,4.99,0.33266666666666667,14.97,0,0,0,1
20,estandar,tarjeta_debito,mensual,15,1,0,5,call_center,0.3125,0.49,9.99,0.624375,0.0,0,0,0,0
39,estandar,tarjeta_credito,anual,1,2,3,6,redes_sociales,3.0,0.29083333333333333,9.99,4.995,29.97,1,0,0,0
38,premium,efectivo,anual,11,0,2,2,redes_sociales,0.16666666666666666,0.5416666666666666,14.99,1.2491666666666668,29.98,0,0,0,0
47,premium,efectivo,mensual,24,3,0,5,web,0.2,0.5575000000000001,14.99,0.5996,0.0,0,0,1,0
34,premium,transferencia_bancaria,mensual,8,1,3,9,call_center,1.0,0.43166666666666664,14.99,1.6655555555555557,44.97,1,0,1,1
60,premium,tarjeta_debito,mensual,30,1,0,10,call_center,0.3225806451612903,0.79,14.99,0.4835483870967742,0.0,0,0,1,0
29,premium,tarjeta_credito,mensual,21,2,0,1,referido,0.045454545454545456,0.5325,14.99,0.6813636363636364,0.0,0,0,1,1
31,basico,tarjeta_credito,mensual,25,3,3,9,call_center,0.34615384615384615,0.5308333333333334,4.99,0.19192307692307692,14.97,0,0,0,1
7,basico,transferencia_bancaria,anual,15,1,2,0,web,0.0,0.4575,4.99,0.311875,9.98,0,0,0,0
3,premium,transferencia_bancaria,mensual,15,3,0,9,web,0.5625,0.3275,14.99,0.936875,0.0,0,0,1,0
22,premium,transferencia_bancaria,mensual,0,2,1,0,call_center,0.0,0.235,14.99,14.99,14.99,0,0,1,0
30,estandar,tarjeta_debito,mensual,4,3,3,26,referido,5.2,0.24833333333333332,9.99,1.998,29.97,1,0,0,1
43,estandar,efectivo,anual,14,2,2,9,referido,0.6,0.4741666666666667,9.99,0.666,19.98,0,0,0,0
15,estandar,transferencia_bancaria,mensual,17,1,1,8,call_center,0.4444444444444444,0.5041666666666667,9.99,0.555,9.99,0,0,0,1
60,basico,tarjeta_credito,anual,18,2,0,7,redes_sociales,0.3684210526315789,0.5700000000000001,4.99,0.26263157894736844,0.0,0,0,0,0
4,basico,transferencia_bancaria,mensual,10,1,1,3,referido,0.2727272727272727,0.3833333333333333,4.99,0.45363636363636367,4.99,0,1,0,1
30,premium,efectivo,anual,13,1,2,9,call_center,0.6428571428571429,0.48833333333333334,14.99,1.0707142857142857,29.98,0,0,0,1
7,estandar,efectivo,mensual,17,1,2,5,redes_sociales,0.2777777777777778,0.48416666666666663,9.99,0.555,19.98,0,0,0,0
48,estandar,transferencia_bancaria,mensual,9,0,0,9,referido,0.9,0.54,9.99,0.999,0.0,1,0,0,0
17,basico,transferencia_bancaria,mensual,28,1,3,5,redes_sociales,0.1724137931034483,0.6558333333333333,4.99,0.17206896551724138,14.97,0,0,0,1
12,estandar,efectivo,mensual,13,0,0,4,call_center,0.2857142857142857,0.5033333333333333,9.99,0.7135714285714286,0.0,0,0,0,0
16,basico,tarjeta_credito,mensual,0,0,1,0,call_center,0.0,0.33999999999999997,4.99,4.99,4.99,0,0,0,0
9,basico,tarjeta_credito,mensual,15,0,2,3,redes_sociales,0.1875,0.5225,4.99,0.311875,9.98,0,0,0,0
48,premium,efectivo,anual,15,2,2,5,referido,0.3125,0.5,14.99,0.936875,29.98,0,0,0,0
12,estandar,tarjeta_debito,mensual,14,1,2,3,web,0.2,0.45666666666666667,9.99,0.666,19.98,0,0,0,0
44,estandar,tarjeta_credito,mensual,12,3,3,3,call_center,0.23076923076923078,0.39,9.99,0.7684615384615385,29.97,0,0,0,0
22,premium,efectivo,anual,16,1,2,1,referido,0.058823529411764705,0.5083333333333333,14.99,0.881764705882353,29.98,0,0,0,0
39,estandar,efectivo,mensual,19,0,2,9,web,0.45,0.6508333333333334,9.99,0.4995,19.98,0,0,0,0
1,estandar,efectivo,anual,6,0,0,4,referido,0.5714285714285714,0.3825,9.99,1.4271428571428573,0.0,0,0,0,0
31,basico,tarjeta_debito,mensual,9,1,0,1,redes_sociales,0.1,0.4375,4.99,0.499,0.0,0,0,0,0
7,premium,tarjeta_debito,mensual,9,1,2,4,redes_sociales,0.4,0.37749999999999995,14.99,1.499,29.98,0,0,1,0
30,premium,efectivo,mensual,11,1,0,4,call_center,0.3333333333333333,0.46166666666666667,14.99,1.2491666666666668,0.0,0,0,1,0
38,premium,efectivo,mensual,30,0,3,7,call_center,0.22580645161290322,0.7949999999999999,14.99,0.4835483870967742,44.97,0,0,1,0
53,estandar,transferencia_bancaria,mensual,19,1,0,1,referido,0.05,0.6258333333333334,9.99,0.4995,0.0,0,0,0,0
3,estandar,tarjeta_credito,mensual,15,2,0,0,web,0.0,0.3875,9.99,0.624375,0.0,0,0,0,0
43,estandar,tarjeta_credito,anual,20,1,1,5,redes_sociales,0.23809523809523808,0.6141666666666666,9.99,0.4757142857142857,9.99,0,0,0,0
56,estandar,tarjeta_debito,mensual,5,1,0,6,web,1.0,0.44666666666666666,9.99,1.665,0.0,1,0,0,0
0,premium,tarjeta_debito,anual,7,1,2,7,call_center,0.875,0.3333333333333333,14.99,1.87375,29.98,1,1,0,1
45,estandar,efectivo,anual,23,0,0,9,call_center,0.375,0.7191666666666667,9.99,0.41625,0.0,0,0,0,0
35,estandar,transferencia_bancaria,anual,15,3,2,0,call_center,0.0,0.40750000000000003,9.99,0.624375,19.98,0,0,0,1
4,estandar,tarjeta_credito,mensual,20,1,1,6,redes_sociales,0.2857142857142857,0.5166666666666666,9.99,0.4757142857142857,9.99,0,1,0,1
6,estandar,tarjeta_debito,mensual,16,2,1,10,call_center,0.5882352941176471,0.4083333333333333,9.99,0.5876470588235294,9.99,0,0,0,0
1,premium,tarjeta_credito,mensual,13,3,3,3,web,0.21428571428571427,0.29583333333333334,14.99,1.0707142857142857,44.97,0,1,1,0
19,basico,tarjeta_debito,mensual,8,3,1,1,call_center,0.1111111111111111,0.27416666666666667,4.99,0.5544444444444445,4.99,0,0,0,1
47,estandar,efectivo,mensual,24,1,0,4,referido,0.16,0.6775,9.99,0.3996,0.0,0,0,0,0
52,estandar,tarjeta_debito,mensual,25,3,3,10,redes_sociales,0.38461538461538464,0.5833333333333334,9.99,0.38423076923076926,29.97,0,0,0,0
0,estandar,tarjeta_debito,mensual,15,3,0,10,redes_sociales,0.625,0.32,9.99,0.624375,0.0,0,0,0,1
21,estandar,tarjeta_credito,mensual,27,0,2,2,call_center,0.07142857142857142,0.7125,9.99,0.3567857142857143,19.98,0,0,0,0
51,estandar,tarjeta_credito,mensual,5,1,1,6,redes_sociales,1.0,0.43416666666666665,9.99,1.665,9.99,1,0,0,0
21,premium,tarjeta_debito,anual,12,2,3,4,call_center,0.3076923076923077,0.3925,14.99,1.153076923076923,44.97,0,0,0,0
31,estandar,tarjeta_debito,mensual,12,2,3,7,referido,0.5384615384615384,0.41750000000000004,9.99,0.7684615384615385,29.97,0,0,0,0
7,estandar,efectivo,mensual,3,1,1,5,call_center,1.25,0.2975,9.99,2.4975,9.99,0,0,0,1
4,estandar,tarjeta_debito,mensual,25,0,2,2,call_center,0.07692307692307693,0.6433333333333333,9.99,0.38423076923076926,19.98,0,1,0,0
19,estandar,efectivo,anual,19,3,2,9,web,0.45,0.42083333333333334,9.99,0.4995,19.98,0,0,0,0
46,basico,tarjeta_debito,mensual,18,0,2,5,redes_sociales,0.2631578947368421,0.655,4.99,0.26263157894736844,9.98,0,0,0,0
32,premium,tarjeta_credito,anual,17,0,1,5,web,0.2777777777777778,0.6066666666666667,14.99,0.8327777777777778,14.99,0,0,0,0
1,estandar,tarjeta_debito,mensual,20,2,3,4,web,0.19047619047619047,0.44916666666666666,9.99,0.4757142857142857,29.97,0,1,0,0
48,premium,transferencia_bancaria,mensual,7,0,0,8,referido,1.0,0.5133333333333333,14.99,1.87375,0.0,1,0,1,0
13,estandar,tarjeta_debito,mensual,16,3,0,8,call_center,0.47058823529411764,0.36583333333333334,9.99,0.5876470588235294,0.0,0,0,0,0
28,estandar,tarjeta_debito,anual,7,0,1,6,call_center,0.75,0.4633333333333333,9.99,1.24875,9.99,1,0,0,0
18,estandar,transferencia_bancaria,anual,23,0,2,5,web,0.20833333333333334,0.6516666666666666,9.99,0.41625,19.98,0,0,0,0
58,premium,tarjeta_credito,mensual,30,3,2,10,call_center,0.3225806451612903,0.665,14.99,0.4835483870967742,29.98,0,0,1,1
32,estandar,transferencia_bancaria,mensual,15,0,1,9,referido,0.5625,0.5800000000000001,9.99,0.624375,9.99,0,0,0,1
14,basico,tarjeta_credito,mensual,18,1,1,9,call_center,0.47368421052631576,0.5149999999999999,4.99,0.26263157894736844,4.99,0,0,0,0
53,estandar,tarjeta_debito,mensual,5,0,1,5,call_center,0.8333333333333334,0.49916666666666665,9.99,1.665,9.99,0,0,0,0
4,basico,efectivo,mensual,9,1,1,3,web,0.3,0.37,4.99,0.499,4.99,0,1,0,0
20,basico,tarjeta_debito,mensual,21,3,3,6,redes_sociales,0.2727272727272727,0.44999999999999996,4.99,0.22681818181818184,14.97,0,0,0,1
15,estandar,tarjeta_debito,mensual,21,2,2,1,referido,0.045454545454545456,0.49749999999999994,9.99,0.4540909090909091,19.98,0,0,0,0
33,premium,efectivo,anual,15,0,0,2,web,0.125,0.5825,14.99,0.936875,0.0,0,0,0,0
38,estandar,transferencia_bancaria,mensual,9,1,3,2,web,0.2,0.45499999999999996,9.99,0.999,29.97,0,0,0,1
